node_id	node_name	node_type	node_community
385	news_E682	news	news_real
386	news_E683	news	news_real
387	news_E685	news	news_fake
388	news_E687	news	news_fake
389	news_E688	news	news_real
390	news_E689	news	news_real
391	news_E692	news	news_real
392	news_E693	news	news_real
393	news_E694	news	news_real
394	news_E696	news	news_real
395	news_E697	news	news_fake
396	news_E698	news	news_real
397	news_E70	news	news_real
398	news_E700	news	news_fake
399	news_E702	news	news_fake
400	news_E703	news	news_fake
401	news_E704	news	news_real
402	news_E706	news	news_fake
403	news_E707	news	news_real
404	news_E708	news	news_fake
405	news_E710	news	news_fake
406	news_E711	news	news_real
407	news_E712	news	news_real
408	news_E715	news	news_fake
409	news_E719	news	news_fake
410	news_E720	news	news_real
411	news_E721	news	news_real
412	news_E722	news	news_fake
413	news_E723	news	news_real
414	news_E726	news	news_fake
415	news_E727	news	news_fake
416	news_E728	news	news_fake
417	news_E73	news	news_real
418	news_E731	news	news_fake
419	news_E732	news	news_real
420	news_E734	news	news_fake
421	news_E735	news	news_fake
422	news_E736	news	news_real
423	news_E739	news	news_real
424	news_E74	news	news_fake
425	news_E746	news	news_fake
426	news_E75	news	news_real
427	news_E750	news	news_real
428	news_E751	news	news_fake
429	news_E752	news	news_real
430	news_E754	news	news_real
431	news_E757	news	news_real
432	news_E758	news	news_real
433	news_E759	news	news_real
434	news_E76	news	news_fake
435	news_E760	news	news_fake
436	news_E762	news	news_fake
437	news_E763	news	news_real
438	news_E764	news	news_real
439	news_E765	news	news_real
440	news_E766	news	news_real
441	news_E767	news	news_real
442	news_E768	news	news_real
443	news_E770	news	news_real
444	news_E772	news	news_real
445	news_E774	news	news_fake
446	news_E778	news	news_real
447	news_E779	news	news_real
448	news_E780	news	news_real
449	news_E781	news	news_real
450	news_E782	news	news_real
451	news_E783	news	news_real
452	news_E784	news	news_real
453	news_E786	news	news_real
454	news_E788	news	news_real
455	news_E789	news	news_real
456	news_E79	news	news_real
457	news_E790	news	news_real
458	news_E791	news	news_real
459	news_E792	news	news_real
460	news_E794	news	news_real
461	news_E82	news	news_fake
462	news_E83	news	news_real
463	news_E85	news	news_real
464	news_E86	news	news_real
465	news_E88	news	news_real
466	news_E89	news	news_real
467	news_E90	news	news_fake
468	news_E91	news	news_real
469	news_E92	news	news_fake
470	news_E96	news	news_real
471	news_E97	news	news_real
472	news_E99	news	news_real
473	news_Havard	news	news_real
474	news_OJSimpson	news	news_real
475	news_SarahJessicaSurrogate	news	news_real
476	news_TM1019	news	news_real
477	news_TM1193	news	news_real
478	news_TM1341	news	news_real
479	news_TM1348	news	news_real
480	news_TM1414	news	news_real
481	news_TM1582	news	news_real
482	news_TM2407	news	news_real
483	news_TM2602	news	news_real
484	news_TM2607	news	news_real
485	news_TM33	news	news_real
486	news_TM945	news	news_real
487	news_TM982	news	news_real
488	news_pheme_0	news	news_real
489	news_pheme_1	news	news_fake
490	news_pheme_10	news	news_real
491	news_pheme_100	news	news_real
492	news_pheme_101	news	news_fake
493	news_pheme_103	news	news_real
494	news_pheme_104	news	news_real
495	news_pheme_105	news	news_real
496	news_pheme_106	news	news_real
497	news_pheme_107	news	news_fake
498	news_pheme_108	news	news_real
499	news_pheme_109	news	news_real
500	news_pheme_11	news	news_real
501	news_pheme_110	news	news_real
502	news_pheme_111	news	news_fake
503	news_pheme_112	news	news_fake
504	news_pheme_113	news	news_real
505	news_pheme_114	news	news_fake
506	news_pheme_115	news	news_fake
507	news_pheme_116	news	news_fake
508	news_pheme_117	news	news_real
509	news_pheme_119	news	news_real
510	news_pheme_12	news	news_real
511	news_pheme_120	news	news_real
512	news_pheme_121	news	news_real
513	news_pheme_122	news	news_real
514	news_pheme_123	news	news_real
515	news_pheme_124	news	news_real
516	news_pheme_126	news	news_real
517	news_pheme_127	news	news_real
518	news_pheme_128	news	news_fake
519	news_pheme_129	news	news_real
520	news_pheme_130	news	news_fake
521	news_pheme_131	news	news_real
522	news_pheme_132	news	news_real
523	news_pheme_133	news	news_real
524	news_pheme_134	news	news_real
525	news_pheme_135	news	news_real
526	news_pheme_136	news	news_fake
527	news_pheme_137	news	news_fake
528	news_pheme_138	news	news_real
529	news_pheme_139	news	news_real
530	news_pheme_14	news	news_real
531	news_pheme_140	news	news_fake
532	news_pheme_142	news	news_fake
533	news_pheme_144	news	news_real
534	news_pheme_145	news	news_fake
535	news_pheme_146	news	news_real
536	news_pheme_147	news	news_fake
537	news_pheme_148	news	news_real
538	news_pheme_15	news	news_real
539	news_pheme_150	news	news_real
540	news_pheme_151	news	news_real
541	news_pheme_152	news	news_real
542	news_pheme_153	news	news_real
543	news_pheme_154	news	news_real
544	news_pheme_155	news	news_real
545	news_pheme_156	news	news_real
546	news_pheme_157	news	news_real
547	news_pheme_159	news	news_real
548	news_pheme_16	news	news_real
549	news_pheme_160	news	news_fake
550	news_pheme_161	news	news_real
551	news_pheme_162	news	news_real
552	news_pheme_163	news	news_fake
553	news_pheme_164	news	news_real
554	news_pheme_165	news	news_fake
555	news_pheme_166	news	news_real
556	news_pheme_167	news	news_real
557	news_pheme_168	news	news_real
558	news_pheme_169	news	news_real
559	news_pheme_17	news	news_real
560	news_pheme_170	news	news_real
561	news_pheme_171	news	news_real
562	news_pheme_172	news	news_real
563	news_pheme_173	news	news_fake
564	news_pheme_174	news	news_real
565	news_pheme_175	news	news_fake
566	news_pheme_176	news	news_real
567	news_pheme_177	news	news_real
568	news_pheme_178	news	news_real
569	news_pheme_179	news	news_real
570	news_pheme_18	news	news_real
571	news_pheme_180	news	news_fake
572	news_pheme_181	news	news_fake
573	news_pheme_182	news	news_fake
574	news_pheme_183	news	news_real
575	news_pheme_184	news	news_real
576	news_pheme_185	news	news_real
577	news_pheme_186	news	news_real
578	news_pheme_187	news	news_real
579	news_pheme_188	news	news_real
580	news_pheme_189	news	news_fake
581	news_pheme_19	news	news_fake
582	news_pheme_190	news	news_real
583	news_pheme_191	news	news_real
584	news_pheme_192	news	news_real
585	news_pheme_195	news	news_real
586	news_pheme_197	news	news_real
587	news_pheme_198	news	news_real
588	news_pheme_20	news	news_fake
589	news_pheme_200	news	news_real
590	news_pheme_201	news	news_fake
591	news_pheme_202	news	news_real
592	news_pheme_203	news	news_fake
593	news_pheme_205	news	news_fake
594	news_pheme_206	news	news_real
595	news_pheme_207	news	news_real
596	news_pheme_208	news	news_real
597	news_pheme_209	news	news_fake
598	news_pheme_21	news	news_real
599	news_pheme_210	news	news_real
600	news_pheme_211	news	news_real
601	news_pheme_212	news	news_fake
602	news_pheme_214	news	news_fake
603	news_pheme_215	news	news_real
604	news_pheme_216	news	news_fake
605	news_pheme_217	news	news_real
606	news_pheme_218	news	news_real
607	news_pheme_219	news	news_real
608	news_pheme_22	news	news_real
609	news_pheme_220	news	news_real
610	news_pheme_221	news	news_real
611	news_pheme_222	news	news_real
612	news_pheme_224	news	news_fake
613	news_pheme_225	news	news_fake
614	news_pheme_226	news	news_real
615	news_pheme_227	news	news_real
616	news_pheme_228	news	news_real
617	news_pheme_229	news	news_real
618	news_pheme_23	news	news_real
619	news_pheme_231	news	news_fake
620	news_pheme_232	news	news_real
621	news_pheme_233	news	news_real
622	news_pheme_234	news	news_real
623	news_pheme_236	news	news_real
624	news_pheme_237	news	news_fake
625	news_pheme_238	news	news_real
626	news_pheme_239	news	news_fake
627	news_pheme_24	news	news_real
628	news_pheme_240	news	news_real
629	news_pheme_243	news	news_fake
630	news_pheme_244	news	news_real
631	news_pheme_245	news	news_fake
632	news_pheme_246	news	news_real
633	news_pheme_247	news	news_real
634	news_pheme_248	news	news_real
635	news_pheme_25	news	news_real
636	news_pheme_250	news	news_fake
637	news_pheme_251	news	news_fake
638	news_pheme_252	news	news_real
639	news_pheme_253	news	news_real
640	news_pheme_254	news	news_fake
641	news_pheme_255	news	news_fake
642	news_pheme_256	news	news_fake
643	news_pheme_257	news	news_real
644	news_pheme_258	news	news_real
645	news_pheme_259	news	news_real
646	news_pheme_26	news	news_fake
647	news_pheme_260	news	news_real
648	news_pheme_261	news	news_real
649	news_pheme_262	news	news_real
650	news_pheme_263	news	news_real
651	news_pheme_264	news	news_fake
652	news_pheme_265	news	news_real
653	news_pheme_266	news	news_real
654	news_pheme_267	news	news_real
655	news_pheme_268	news	news_real
656	news_pheme_269	news	news_fake
657	news_pheme_27	news	news_fake
658	news_pheme_270	news	news_real
659	news_pheme_271	news	news_fake
660	news_pheme_272	news	news_real
661	news_pheme_273	news	news_fake
662	news_pheme_274	news	news_real
663	news_pheme_275	news	news_real
664	news_pheme_276	news	news_real
665	news_pheme_277	news	news_fake
666	news_pheme_278	news	news_real
667	news_pheme_279	news	news_real
668	news_pheme_28	news	news_real
669	news_pheme_280	news	news_fake
670	news_pheme_281	news	news_fake
671	news_pheme_282	news	news_real
672	news_pheme_283	news	news_real
673	news_pheme_285	news	news_real
674	news_pheme_286	news	news_real
675	news_pheme_287	news	news_fake
676	news_pheme_288	news	news_real
677	news_pheme_289	news	news_real
678	news_pheme_29	news	news_real
679	news_pheme_290	news	news_real
680	news_pheme_291	news	news_real
681	news_pheme_292	news	news_real
682	news_pheme_293	news	news_real
683	news_pheme_294	news	news_real
684	news_pheme_295	news	news_real
685	news_pheme_296	news	news_real
686	news_pheme_297	news	news_real
687	news_pheme_298	news	news_real
688	news_pheme_299	news	news_real
689	news_pheme_3	news	news_real
690	news_pheme_30	news	news_fake
691	news_pheme_301	news	news_real
692	news_pheme_302	news	news_real
693	news_pheme_303	news	news_real
694	news_pheme_304	news	news_real
695	news_pheme_305	news	news_fake
696	news_pheme_306	news	news_real
697	news_pheme_307	news	news_real
698	news_pheme_308	news	news_real
699	news_pheme_309	news	news_real
700	news_pheme_31	news	news_real
701	news_pheme_310	news	news_fake
702	news_pheme_311	news	news_fake
703	news_pheme_313	news	news_real
704	news_pheme_314	news	news_real
705	news_pheme_315	news	news_real
706	news_pheme_317	news	news_real
707	news_pheme_318	news	news_real
708	news_pheme_319	news	news_fake
709	news_pheme_32	news	news_fake
710	news_pheme_320	news	news_real
711	news_pheme_321	news	news_real
712	news_pheme_323	news	news_real
713	news_pheme_324	news	news_real
714	news_pheme_325	news	news_real
715	news_pheme_326	news	news_real
716	news_pheme_327	news	news_real
717	news_pheme_328	news	news_real
718	news_pheme_329	news	news_real
719	news_pheme_33	news	news_real
720	news_pheme_330	news	news_real
721	news_pheme_331	news	news_fake
722	news_pheme_332	news	news_real
723	news_pheme_333	news	news_real
724	news_pheme_334	news	news_real
725	news_pheme_335	news	news_fake
726	news_pheme_336	news	news_real
727	news_pheme_337	news	news_real
728	news_pheme_338	news	news_real
729	news_pheme_339	news	news_fake
730	news_pheme_34	news	news_real
731	news_pheme_340	news	news_real
732	news_pheme_341	news	news_real
733	news_pheme_342	news	news_real
734	news_pheme_345	news	news_real
735	news_pheme_346	news	news_fake
736	news_pheme_347	news	news_real
737	news_pheme_348	news	news_real
738	news_pheme_349	news	news_real
739	news_pheme_35	news	news_real
740	news_pheme_350	news	news_real
741	news_pheme_351	news	news_real
742	news_pheme_352	news	news_real
743	news_pheme_353	news	news_real
744	news_pheme_354	news	news_real
745	news_pheme_355	news	news_fake
746	news_pheme_357	news	news_real
747	news_pheme_358	news	news_real
748	news_pheme_359	news	news_real
749	news_pheme_36	news	news_real
750	news_pheme_361	news	news_real
751	news_pheme_363	news	news_real
752	news_pheme_364	news	news_real
753	news_pheme_365	news	news_real
754	news_pheme_366	news	news_real
755	news_pheme_367	news	news_fake
756	news_pheme_368	news	news_real
757	news_pheme_37	news	news_real
758	news_pheme_370	news	news_real
759	news_pheme_371	news	news_real
760	news_pheme_372	news	news_fake
761	news_pheme_374	news	news_real
762	news_pheme_375	news	news_real
763	news_pheme_376	news	news_real
764	news_pheme_377	news	news_fake
765	news_pheme_378	news	news_real
766	news_pheme_379	news	news_fake
767	news_pheme_38	news	news_fake
768	news_pheme_380	news	news_real
769	news_pheme_381	news	news_fake
770	news_pheme_382	news	news_fake
771	news_pheme_384	news	news_fake
772	news_pheme_385	news	news_fake
773	news_pheme_387	news	news_fake
774	news_pheme_388	news	news_fake
775	news_pheme_389	news	news_real
776	news_pheme_391	news	news_real
777	news_pheme_392	news	news_fake
778	news_pheme_393	news	news_fake
779	news_pheme_394	news	news_fake
780	news_pheme_395	news	news_real
781	news_pheme_397	news	news_real
782	news_pheme_398	news	news_real
783	news_pheme_399	news	news_real
784	news_pheme_4	news	news_real
785	news_pheme_40	news	news_real
786	news_pheme_400	news	news_real
787	news_pheme_401	news	news_fake
788	news_pheme_402	news	news_real
789	news_pheme_403	news	news_real
790	news_pheme_404	news	news_real
791	news_pheme_406	news	news_fake
792	news_pheme_407	news	news_real
793	news_pheme_41	news	news_real
794	news_pheme_42	news	news_fake
795	news_pheme_43	news	news_real
796	news_pheme_44	news	news_real
797	news_pheme_45	news	news_real
798	news_pheme_47	news	news_real
799	news_pheme_48	news	news_fake
800	news_pheme_49	news	news_real
801	news_pheme_5	news	news_real
802	news_pheme_50	news	news_fake
803	news_pheme_51	news	news_fake
804	news_pheme_52	news	news_real
805	news_pheme_53	news	news_real
806	news_pheme_54	news	news_real
807	news_pheme_55	news	news_real
808	news_pheme_56	news	news_real
809	news_pheme_57	news	news_real
810	news_pheme_58	news	news_real
811	news_pheme_59	news	news_real
812	news_pheme_6	news	news_real
813	news_pheme_60	news	news_real
814	news_pheme_61	news	news_real
815	news_pheme_62	news	news_fake
816	news_pheme_64	news	news_fake
817	news_pheme_65	news	news_real
818	news_pheme_66	news	news_real
819	news_pheme_67	news	news_real
820	news_pheme_68	news	news_fake
821	news_pheme_69	news	news_real
822	news_pheme_7	news	news_fake
823	news_pheme_70	news	news_real
824	news_pheme_71	news	news_real
825	news_pheme_72	news	news_fake
826	news_pheme_73	news	news_fake
827	news_pheme_74	news	news_real
828	news_pheme_75	news	news_real
829	news_pheme_76	news	news_fake
830	news_pheme_77	news	news_real
831	news_pheme_78	news	news_real
832	news_pheme_79	news	news_fake
833	news_pheme_8	news	news_real
834	news_pheme_80	news	news_real
835	news_pheme_81	news	news_fake
836	news_pheme_82	news	news_real
837	news_pheme_83	news	news_real
838	news_pheme_84	news	news_real
839	news_pheme_85	news	news_real
840	news_pheme_86	news	news_real
841	news_pheme_87	news	news_fake
842	news_pheme_88	news	news_fake
843	news_pheme_89	news	news_real
844	news_pheme_9	news	news_real
845	news_pheme_91	news	news_fake
846	news_pheme_92	news	news_real
847	news_pheme_93	news	news_fake
848	news_pheme_95	news	news_real
849	news_pheme_96	news	news_real
850	news_pheme_97	news	news_real
851	news_pheme_98	news	news_real
852	news_pheme_99	news	news_real
853	news_politifact1014	news	news_real
854	news_politifact10185	news	news_real
855	news_politifact1026	news	news_real
856	news_politifact10332	news	news_real
857	news_politifact10731	news	news_real
858	news_politifact10903	news	news_real
859	news_politifact11115	news	news_real
860	news_politifact11208	news	news_real
861	news_politifact1161	news	news_real
862	news_politifact11627	news	news_real
863	news_politifact11773	news	news_fake
864	news_politifact1185	news	news_real
865	news_politifact11855	news	news_real
866	news_politifact11989	news	news_real
867	news_politifact12418	news	news_real
868	news_politifact12556	news	news_real
869	news_politifact12721	news	news_real
870	news_politifact12755	news	news_real
871	news_politifact12773	news	news_real
872	news_politifact12801	news	news_real
873	news_politifact13013	news	news_real
874	news_politifact13052	news	news_real
875	news_politifact13132	news	news_real
876	news_politifact1315	news	news_real
877	news_politifact13193	news	news_real
878	news_politifact13229	news	news_real
879	news_politifact13283	news	news_real
880	news_politifact13310	news	news_real
881	news_politifact13352	news	news_real
882	news_politifact13395	news	news_real
883	news_politifact134	news	news_real
884	news_politifact13443	news	news_real
885	news_politifact13468	news	news_fake
886	news_politifact13475	news	news_fake
887	news_politifact13477	news	news_real
888	news_politifact13496	news	news_fake
889	news_politifact13501	news	news_fake
890	news_politifact13557	news	news_fake
891	news_politifact13559	news	news_fake
892	news_politifact13560	news	news_fake
893	news_politifact13561	news	news_fake
894	news_politifact1361	news	news_real
895	news_politifact1424	news	news_real
896	news_politifact14564	news	news_fake
897	news_politifact14576	news	news_fake
898	news_politifact14596	news	news_fake
899	news_politifact14601	news	news_fake
900	news_politifact14605	news	news_fake
901	news_politifact14620	news	news_fake
902	news_politifact14643	news	news_fake
903	news_politifact14644	news	news_fake
904	news_politifact14664	news	news_fake
905	news_politifact1467	news	news_real
906	news_politifact14693	news	news_fake
907	news_politifact14694	news	news_fake
908	news_politifact14698	news	news_fake
909	news_politifact14699	news	news_fake
910	news_politifact14718	news	news_fake
911	news_politifact14722	news	news_fake
912	news_politifact14737	news	news_fake
913	news_politifact14742	news	news_fake
914	news_politifact14745	news	news_fake
915	news_politifact14750	news	news_fake
916	news_politifact14754	news	news_fake
917	news_politifact14756	news	news_fake
918	news_politifact14771	news	news_fake
919	news_politifact14776	news	news_fake
920	news_politifact14777	news	news_fake
921	news_politifact14785	news	news_fake
922	news_politifact14788	news	news_fake
923	news_politifact14794	news	news_fake
924	news_politifact14810	news	news_fake
925	news_politifact14811	news	news_fake
926	news_politifact14814	news	news_fake
927	news_politifact14815	news	news_fake
928	news_politifact14818	news	news_fake
929	news_politifact14827	news	news_fake
930	news_politifact14832	news	news_fake
931	news_politifact14835	news	news_fake
932	news_politifact14839	news	news_fake
933	news_politifact14841	news	news_fake
934	news_politifact14856	news	news_fake
935	news_politifact14859	news	news_fake
